venom|effect|pmid
agkistrodon serine proteinase|heparin-induced thrombocytopenia|8950124
agkistrodon serine proteinase|resonance|9296273
agkistrodon serine proteinase|cerebral ischemia|9296273
agkistrodon serine proteinase|cerebrovascular disorder|9296273
agkistrodon serine proteinase|priapism|9360849
agkistrodon serine proteinase|crisis|9360849
agkistrodon serine proteinase|cerebrovascular disorder|9360849
agkistrodon serine proteinase|myocardial infarction|9360849
agkistrodon serine proteinase|arterial thrombosis|9360849
agkistrodon serine proteinase|ischemic stroke|9360857
agkistrodon serine proteinase|cerebral blood flow|9360857
agkistrodon serine proteinase|resonance|9384248
agkistrodon serine proteinase|cerebral ischemia|9384248
agkistrodon serine proteinase|cerebrovascular disorder|9384248
agkistrodon serine proteinase|hemostatic function|9425723
agkistrodon serine proteinase|lupus erythematosus|9425723
agkistrodon serine proteinase|malaria|9619377
agkistrodon serine proteinase|tumor necrosis|9619377
agkistrodon serine proteinase|infection|9619377
agkistrodon serine proteinase|shwartzman reaction|9619377
agkistrodon serine proteinase|infectious disease|9619377
agkistrodon serine proteinase|heparin-induced thrombocytopenia|9725413
agkistrodon serine proteinase|thrombocytopenia|9855180
agkistrodon serine proteinase|thrombocytopenic disorder|9855180
agkistrodon serine proteinase|platelet count below reference range|9855180
agkistrodon serine proteinase|deep venous thrombosis|9855180
agkistrodon serine proteinase|gangrene|9855180
agkistrodon serine proteinase|gangrenous disorder|9855180
agkistrodon serine proteinase|heparin-induced thrombocytopenia|9855180
agkistrodon serine proteinase|ischemic stroke|9932617
agkistrodon serine proteinase|deep venous thrombosis|9932617
agkistrodon serine proteinase|thrombosis of cerebral veins|9932617
agkistrodon serine proteinase|cerebrovascular disorder|9932617
agkistrodon serine proteinase|ischemic stroke|10796295
agkistrodon serine proteinase|vascular flow|10796295
agkistrodon serine proteinase|cerebrovascular disorder|10796295
agkistrodon serine proteinase|neurological deficit|10815082
agkistrodon serine proteinase|ischemic stroke|10815082
agkistrodon serine proteinase|disability|10815082
agkistrodon serine proteinase|asymptomatic|10815082
agkistrodon serine proteinase|cerebrovascular disorder|10815082
agkistrodon serine proteinase|ischemic stroke|11022073
agkistrodon serine proteinase|disability|11022073
agkistrodon serine proteinase|cerebrovascular disorder|11022073
agkistrodon serine proteinase|does reach|11023513
agkistrodon serine proteinase|ischemic stroke|11023513
agkistrodon serine proteinase|hemostatic function|11288852
agkistrodon serine proteinase|infectious disease|11288852
agkistrodon serine proteinase|injection site inflammation|11288852
agkistrodon serine proteinase|embolus|11288852
agkistrodon serine proteinase|infection|11288852
agkistrodon serine proteinase|intolerance|11565896
agkistrodon serine proteinase|heparin-induced thrombocytopenia|11565896
agkistrodon serine proteinase|ischemic stroke|11755954
agkistrodon serine proteinase|quality of life satisfaction|11882102
agkistrodon serine proteinase|disability|11882102
agkistrodon serine proteinase|cerebrovascular disorder|11882102
agkistrodon serine proteinase|cerebral ischemia|11945105
agkistrodon serine proteinase|human parturition, function|11945105
agkistrodon serine proteinase|cerebrovascular disorder|11945105
agkistrodon serine proteinase|ischemic stroke|12074433
agkistrodon serine proteinase|cerebrovascular disorder|12074433
agkistrodon serine proteinase|ischemic stroke|12365829
agkistrodon serine proteinase|vascular flow|12365829
agkistrodon serine proteinase|cerebrovascular disorder|12365829
agkistrodon serine proteinase|ischemic stroke|12917882
agkistrodon serine proteinase|vascular flow|12917882
agkistrodon serine proteinase|cerebrovascular disorder|12917882
agkistrodon serine proteinase|heparin-induced thrombocytopenia|15907979
agkistrodon serine proteinase|ischemic stroke|17126719
agkistrodon serine proteinase|cerebrovascular disorder|17126719
agkistrodon serine proteinase|ischemic stroke|19110140
agkistrodon serine proteinase|cerebrovascular disorder|19110140
agkistrodon serine proteinase|ischemic stroke|19875736
agkistrodon serine proteinase|hypofibrinogenemia|19875736
agkistrodon serine proteinase|cerebrovascular disorder|19875736
agkistrodon serine proteinase|ischemic stroke|21868728
agkistrodon serine proteinase|cerebrovascular disorder|21868728
agkistrodon serine proteinase|ischemic stroke|22419274
agkistrodon serine proteinase|vascular flow|22419274
agkistrodon serine proteinase|cerebrovascular disorder|22419274
ancrod|intermittent claudication|66429
ancrod|claudication|66429
ancrod|limping|66429
ancrod|peripheral arterial occlusive disease|101819
ancrod|myasthenic crisis|124647
ancrod|paralysis|124647
ancrod|tetany|124647
ancrod|respiratory obstruction|124647
ancrod|myasthenia gravis|124647
ancrod|respiratory insufficiency|124647
ancrod|ischemia|360366
ancrod|blood pressure|360366
ancrod|vascular flow|484913
ancrod|peripheral arterial occlusive disease|484913
ancrod|claudication|492058
ancrod|heart failure|492058
ancrod|cardiac failure|492058
ancrod|arterial insufficiency|492058
ancrod|peripheral arterial occlusive disease|492058
ancrod|limping|492058
ancrod|occlusion of artery|492058
ancrod|deep venous thrombosis|577626
ancrod|deep venous thrombosis|651769
ancrod|peripheral arterial occlusive disease|651769
ancrod|occlusion of artery|651769
ancrod|acute myocardial infarction|716435
ancrod|angina pectoris|716435
ancrod|recent myocardial infarction|716435
ancrod|preinfarction syndrome|716435
ancrod|fibrinogen in blood above reference range|716435
ancrod|hyperfibrinogenemia|716435
ancrod|thromboembolus|725844
ancrod|thromboembolic disorder|725844
ancrod|thromboembolism|725844
ancrod|thromboembolus|786606
ancrod|thrombophlebitis|786606
ancrod|coronary arteriosclerosis|786606
ancrod|thromboembolic disorder|786606
ancrod|pulmonary embolism|786606
ancrod|vascular disorder|786606
ancrod|thromboembolism|786606
ancrod|postphlebitic syndrome|786606
ancrod|ischemia|786606
ancrod|peripheral arterial occlusive disease|786664
ancrod|nephritis|794557
ancrod|albuminuria|794557
ancrod|proteinuria|794557
ancrod|vascular flow|819792
ancrod|gangrene|831951
ancrod|gangrenous disorder|831951
ancrod|arteriosclerosis|831951
ancrod|catabolism|920833
ancrod|arterial thrombosis|952568
ancrod|neoplasm|953985
ancrod|hemostatic function|1017726
ancrod|raynaud's disease|1069443
ancrod|hyperosmolarity|1078314
ancrod|red color|1078314
ancrod|disorder of artery|1078314
ancrod|vascular flow|1078314
ancrod|intermittent claudication|1078314
ancrod|nephritis|1212801
ancrod|serum sickness|1212811
ancrod|nephrotoxic serum nephritis|1212811
ancrod|coronary occlusion|1704437
ancrod|acute myocardial infarction|1704437
ancrod|arterial blood pressure|1704437
ancrod|vascular flow|1704437
ancrod|myocardial ischemia|1704437
ancrod|thrombosis coronary|1704437
ancrod|ischemia|1704437
ancrod|nephritis|1768613
ancrod|necrosis|1768613
ancrod|proliferative glomerulonephritis|1768613
ancrod|renal function|1768613
ancrod|ischemic stroke|1839548
ancrod|cerebral blood flow|1839548
ancrod|cerebral infarction|1839548
ancrod|cerebrovascular disorder|1839548
ancrod|remission phase|1860798
ancrod|secondary cryofibrinogenemia|1860798
ancrod|infection|1860798
ancrod|cryofibrinogenemia|1860798
ancrod|pulmonary embolism|1860798
ancrod|common cold|1860798
ancrod|diabetes mellitus|1860798
ancrod|chronic obstructive lung disease|1860798
ancrod|infectious disease|1860798
ancrod|primary biliary cirrhosis|1860798
ancrod|peripheral venous insufficiency|1860798
ancrod|thromboembolus|1932741
ancrod|thrombophlebitis|1932741
ancrod|phlegmasia cerulea dolens|1932741
ancrod|thromboembolic disorder|1932741
ancrod|carcinoma|1932741
ancrod|deep venous thrombosis|1932741
ancrod|thromboembolism|1932741
ancrod|heparin-induced thrombocytopenia|1932741
ancrod|left ventricular thrombus|2032531
ancrod|embolus|2032531
ancrod|plaque|2032531
ancrod|thrombophlebitis|2078376
ancrod|peripheral ischaemia|2133215
ancrod|peripheral vascular disease|2133215
ancrod|vascular flow|2133215
ancrod|peripheral blood flow|2133215
ancrod|occlusion of artery|2133215
ancrod|intermittent claudication|2133215
ancrod|cerebrovascular disorder|2186630
ancrod|platelet count below reference range|2190683
ancrod|thrombocytopenia|2190683
ancrod|thrombocytopenic disorder|2190683
ancrod|renal function|2225555
ancrod|blood pressure|2225555
ancrod|sle glomerulonephritis syndrome|2225555
ancrod|kidney disease|2225555
ancrod|kidney disease|2299806
ancrod|glomerulonephritis|2299806
ancrod|lupus erythematosus|2299806
ancrod|cerebral ischemia|2643955
ancrod|ischemic stroke|2643955
ancrod|cerebral blood flow|2643955
ancrod|cerebrovascular disorder|2643955
ancrod|neurological deficit|2643955
ancrod|neoplastic disease|2643955
ancrod|necrosis|2715398
ancrod|thrombocytopenia|2790577
ancrod|thrombocytopenic disorder|2790577
ancrod|platelet count below reference range|2790577
ancrod|right ventricular thrombus|2790577
ancrod|thrombophlebitis|2790577
ancrod|anticoagulant effect|2790577
ancrod|heart disease|2790577
ancrod|heparin-induced thrombocytopenia|2818066
ancrod|peripheral ischaemia|3056131
ancrod|thrombophlebitis|3056131
ancrod|peripheral vascular disease|3056131
ancrod|thromboembolic disorder|3056131
ancrod|thromboembolus|3056131
ancrod|cerebral infarction|3056131
ancrod|deep venous thrombosis|3056131
ancrod|cerebrovascular disorder|3056131
ancrod|thromboembolism|3056131
ancrod|subcortical leukoencephalopathy|3063776
ancrod|hyperviscosity|3063776
ancrod|albuminuria|3078212
ancrod|sle glomerulonephritis syndrome|3078212
ancrod|glomerulonephritis|3078212
ancrod|proteinuria|3078212
ancrod|renal function|3078212
ancrod|platelet count below reference range|3385879
ancrod|antithrombin iii deficiency|3385879
ancrod|thrombocytopenia|3385879
ancrod|thrombocytopenic disorder|3385879
ancrod|ventricular fibrillation|3565240
ancrod|ischemia|3573090
ancrod|nephritis|3741774
ancrod|glomerulonephritis|3741774
ancrod|renal function|3741774
ancrod|recruitment|3871465
ancrod|hypofibrinogenemia|3871465
ancrod|systemic lupus erythematosus|3871465
ancrod|systemic lupus erythematosus|3968467
ancrod|glomerulonephritis|3968467
ancrod|renal function|3968467
ancrod|blood pressure|3968467
ancrod|proliferative glomerulonephritis|3968467
ancrod|kidney disease|3968467
ancrod|disorder involving the fibrinolytic system|3968467
ancrod|deep venous thrombosis|4607845
ancrod|postoperative deep vein thrombosis|4607845
ancrod|deep venous thrombosis|4886628
ancrod|dialysance|5485178
ancrod|ischemic stroke|6196006
ancrod|systemic lupus erythematosus|6229228
ancrod|hypertension|6229228
ancrod|hypertensive disorder|6229228
ancrod|thromboembolus|6672998
ancrod|thromboembolic disorder|6672998
ancrod|thromboembolism|6672998
ancrod|postphlebitic syndrome|6672998
ancrod|necrosis|6754189
ancrod|renal function|6754189
ancrod|sle glomerulonephritis syndrome|6758185
ancrod|nephrotoxic serum nephritis|6760667
ancrod|systemic lupus erythematosus|6816068
ancrod|necrosis|6816068
ancrod|glomerulonephritis|6816068
ancrod|renal function|6816068
ancrod|red color|6948396
ancrod|deep venous thrombosis|7038977
ancrod|hemostatic function|7725330
ancrod|deep venous thrombosis|7788603
ancrod|pulmonary embolism|7788603
ancrod|platelet count below reference range|7954782
ancrod|thrombocytopenia|7954782
ancrod|thrombocytopenic disorder|7954782
ancrod|chest pain|7979757
ancrod|pulmonary embolism|7979757
ancrod|heparin-induced thrombocytopenia|7979757
ancrod|heparin-induced thrombocytopenia|8010823
ancrod|ischemic stroke|8073455
ancrod|disability|8073455
ancrod|cerebrovascular disorder|8073455
ancrod|lupus anticoagulant disorder|8075311
ancrod|hemostatic function|8075311
ancrod|thrombocytopenia|8156472
ancrod|thrombocytopenic disorder|8156472
ancrod|platelet count below reference range|8156472
ancrod|thromboembolic disorder|8156472
ancrod|heparin-induced thrombocytopenia with thrombosis|8156472
ancrod|immune response|8156472
ancrod|circulatory failure|8222694
ancrod|hypoxia|8222694
ancrod|oxygen uptake|8222694
ancrod|behavior finding|8433424
ancrod|contraindicated|8433424
ancrod|claudication|8457476
ancrod|peripheral ischaemia|8457476
ancrod|peripheral vascular disease|8457476
ancrod|limping|8457476
ancrod|depressive disorder|8457476
ancrod|thrombocytopenia|8571730
ancrod|thrombocytopenic disorder|8571730
ancrod|platelet count below reference range|8571730
ancrod|vascular flow|8607122
ancrod|intolerance|8740327
ancrod|allergic reaction|8740327
ancrod|allergic disposition|8740327
ancrod|preinfarction syndrome|8740327
ancrod|human parturition, function|8769943
ancrod|vascular flow|8822133
ancrod|arterial thrombosis|8822133
ancrod|thrombocytopenia|8950124
ancrod|angina pectoris|8950124
ancrod|thrombocytopenic disorder|8950124
ancrod|platelet count below reference range|8950124
ancrod|myocardial infarction|8950124
ancrod|arterial thrombosis|8950124
ancrod|heparin-induced thrombocytopenia|8950124
ancrod|resonance|9296273
ancrod|cerebral ischemia|9296273
ancrod|cerebrovascular disorder|9296273
ancrod|priapism|9360849
ancrod|crisis|9360849
ancrod|cerebrovascular disorder|9360849
ancrod|myocardial infarction|9360849
ancrod|arterial thrombosis|9360849
ancrod|ischemic stroke|9360857
ancrod|cerebral blood flow|9360857
ancrod|resonance|9384248
ancrod|cerebral ischemia|9384248
ancrod|cerebrovascular disorder|9384248
ancrod|hemostatic function|9425723
ancrod|lupus erythematosus|9425723
ancrod|malaria|9619377
ancrod|tumor necrosis|9619377
ancrod|infection|9619377
ancrod|shwartzman reaction|9619377
ancrod|infectious disease|9619377
ancrod|heparin-induced thrombocytopenia|9725413
ancrod|thrombocytopenia|9855180
ancrod|thrombocytopenic disorder|9855180
ancrod|platelet count below reference range|9855180
ancrod|deep venous thrombosis|9855180
ancrod|gangrene|9855180
ancrod|gangrenous disorder|9855180
ancrod|heparin-induced thrombocytopenia|9855180
ancrod|ischemic stroke|9932617
ancrod|deep venous thrombosis|9932617
ancrod|thrombosis of cerebral veins|9932617
ancrod|cerebrovascular disorder|9932617
ancrod|ischemic stroke|10796295
ancrod|vascular flow|10796295
ancrod|cerebrovascular disorder|10796295
ancrod|neurological deficit|10815082
