compound|predicate|object|pmid
BBN|treats|diseases|16243649
pituitary hormones|affects|autonomic pathways|16264389
bombesin|affects|physiological functions|16264389
pituitary hormones|treats|Wistar-Kyoto rats|16264389
bombesin|interacts_with|pituitary hormones|16264389
trypsinogen activation peptide|neg_augments|pancreatic|16293654
TAP|part_of|pancreatic|16293654
TAP|stimulates|trypsin|16293654
TAP|stimulates|TAP|16293654
TAP|stimulates|chymotrypsin|16293654
bombesin|part_of|acinar cell|16293654
bombesin antagonist|inhibits|GRP receptors|16322338
GRP|disrupts|breast cancers|16322338
bombesin|disrupts|breast cancers|16322338
cell surface receptors|augments|growth|16505950
gastrin-releasing peptides|interacts_with|cell surface receptors|16505950
RC-3095|treats|murine|16505950
RC-3095|treats|patients|16505950
RC-3095|treats|malignancies|16505950
RC-3095|administered_to|patients|16505950
RC-3095|treats|individual|16505950
RC-3095|treats|hypergastrinemic|16505950
RC-3095|treats|syndrome|16505950
GRP|part_of|patient|16505950
peptides|augments|lung development|16603607
mammalian bombesin|treats|newborns|16603607
mammalian bombesin|treats|bronchopulmonary dysplasia|16603607
antibodies|disrupts|injury|16603607
bombesin|treats|mice|16603607
GRP|affects|alveolar|16603607
Bombesin|affects|lung|16603607
GRP|interacts_with|bombesin|16603607
GRPR|interacts_with|bombesin|16603607
Bombesin|predisposes|pulmonary fibrosis|16603607
radical|neg_affects|tumor growth|16801542
luteinizing hormone-releasing hormone|treats|ovarian cancers|16801542
somatostatin|treats|ovarian cancers|16801542
FK506|prevents|atrophy|16908293
bombesin|isa|neuropeptide|16908293
CCK-8|part_of|Mice|16963158
gut satiety hormones|neg_causes|hyperphagia|16963158
gastrin releasing peptide|part_of|amygdala|17208656
neuromedin C|disrupts|consumption|17208656
Leu|interacts_with|Neuromedin C|17208656
neuromedin C|stimulates|bombesin receptors|17208656
bombesin|administered_to|rabbits|17308247
Bombesin|augments|lymphoid cells|17308247
MZ-J-7-118|interacts_with|epidermal growth factor receptor|17332943
peptide analogues|part_of|NSCLC|17332943
RC-3940-II|causes|tumors|17332943
GHRH|treats|NSCLC|17332943
growth hormone releasing|interacts_with|EGFR|17332943
bombesin|interacts_with|EGFR|17332943
bombesin|associated_with|non-small cell lung cancer|17332943
growth hormone releasing|associated_with|non-small cell lung cancer|17332943
radiopharmaceuticals|treats|tumors|17372572
gastrin-releasing peptide receptor|inhibits|GRPR|17629354
D-AMPH|treats|rats|17629354
bombesin|stimulates|D-AMPH|17629354
RC-3095|stimulates|NGF|17629354
RC-3095|stimulates|BDNF|17629354
BDNF|interacts_with|RC-3095|17629354
Bombesin|augments|growth|18003891
gastrin-releasing peptide|augments|growth|18003891
GRP|disrupts|cancers|18003891
GRP|disrupts|growth|18003891
RC-3940-II|affects|growth|18003891
RC-3940-II|affects|cell lines|18003891
lung resistance-related protein|associated_with|tumors|18003891
RC-3940-II|treats|NSCLC|18003891
BN/GRP antagonist|disrupts|non-small-cell lung carcinoma|18003891
luteinising hormone-releasing hormone|affects|tumours|18201818
LHRH|part_of|Tumoural|18201818
BN/GRP|inhibits|receptors|18201818
BN/GRP|inhibits|growth factors|18201818
GHRH|inhibits|growth factors|18201818
GHRH|inhibits|receptors|18201818
neuropeptides|associated_with|tumour growth|18201818
LHRH|treats|prostate cancer|18201818
peptides|associated_with|prostate cancers|18201818
somatostatin|treats|prostate cancer|18201818
peptides|associated_with|metastases|18201818
cytokines|interacts_with|peptides|18220954
neuropeptides|associated_with|pathogenesis|18220954
molecular target|treats|inflammatory diseases|18220954
LHRH|coexists_with|receptors|18454045
luteinizing hormone-releasing hormone|coexists_with|receptors|18454045
bombesin|coexists_with|receptors|18454045
somatostatin|coexists_with|receptors|18454045
luteinizing hormone-releasing hormone|associated_with|hepatic carcinoma|18454045
LHRH|associated_with|hepatic carcinoma|18454045
bombesin|associated_with|hepatic carcinoma|18454045
somatostatin|associated_with|hepatic carcinoma|18454045
LHRH|associated_with|cancers|18454045
bombesin|associated_with|cancers|18454045
somatostatin|associated_with|cancers|18454045
peptide analogs|disrupts|growth|18454045
LHRH|part_of|HCC|18454045
bombesin|part_of|HCC|18454045
somatostatin|part_of|HCC|18454045
peptide analogs|interacts_with|receptors|18454045
somatostatin|treats|hepatic cancers|18454045
luteinizing hormone-releasing hormone|treats|hepatic cancers|18454045
peptide analogs|part_of|hepatic cancers|18454045
peptide analogs|interacts_with|somatostatin|18454045
peptide analogs|interacts_with|luteinizing hormone-releasing hormone|18454045
peptides|affects|conditioned fear|18563394
BB|affects|conditioned fear|18563394
RC-3095|disrupts|freezing|18563394
GRP|affects|fear|18563394
Bombesin|isa|neuropeptides|18567096
neurotensin|isa|neuropeptides|18567096
neurotensin|associated_with|intestinal growth|18567096
Bombesin|associated_with|intestinal growth|18567096
bombesin|affects|pleiotropic|18567096
neurotensin|affects|pleiotropic|18567096
bombesin|affects|Pleiotropic|18567096
neurotensin|affects|Pleiotropic|18567096
Glutathione transferases|isa|enzymes|19019494
Glutathione transferases|affects|detoxification|19019494
enzymes|affects|detoxification|19019494
GSTs|affects|hydrolysis|19019494
bombesin|stimulates|GSTA1-1|19019494
bombesin|treats|rats|19032952
bombesin|augments|arterial blood pressure|19032952
bombesin|augments|ventilation|19032952
bombesin|affects|hypertensive|19032952
AMPH|treats|rats|20131069
NMB|neg_interacts_with|corticosterone|20233609
GRP|neg_interacts_with|corticosterone|20233609
NMB|affects|brain|20233609
GRP|affects|brain|20233609
gastrin-releasing peptide (GRP) receptors|part_of|prostate|20410458
gastrin-releasing peptide (GRP) receptors|part_of|breast|20410458
BBN|interacts_with|GRP receptors|20410458
BBN|associated_with|tumors|20410458
BBN|associated_with|acne|20410458
BBN|augments|uptake|20410458
cancer drugs|interacts_with|membrane proteins|20491631
neuromedin C|isa|bombesin|20727356
peptides|interacts_with|bombesin|20727356
bombesin|compared_with|NMB|20727356
bombesin|higher_than|NMB|20727356
NMB|disrupts|food intake|20727356
NMC|disrupts|food intake|20727356
pressor|treats|rat|21849634
peptide|interacts_with|bombesin|21849634
Bombesin|augments|excitation|21849634
bombesin|affects|blood pressure|21849634
bombesin|treats|rat|21849634
bombesin|part_of|Tumor|22050889
chloroquine|treats|mice|22329438
histamine|part_of|spinal cord|22329438
chloroquine|neg_treats|mice|22329438
BN|part_of|Liposomes|22619538
GRP|part_of|HT-29 cells|22751419
5-FU|isa|chemotherapeutic agents|22751419
growth hormone|interacts_with|bombesin-like peptides|22868212
GRP|coexists_with|NMC|22868212
peptides|augments|growth hormone secretion|22868212
gastrin-releasing peptide receptor|interacts_with|Bombesin|22868212
Bombesin|treats|cattle|22868212
RC-3940-II|affects|liver cancers|22926257
BN/GRP receptors|associated_with|tumors|22926257
RC-3940-II|affects|cell proliferation|22926257
RC-3940-II|disrupts|growth|22926257
BN/GRP antagonist|disrupts|growth|22926257
RC-3940-II|disrupts|cancers|22926257
RC-3940-II|treats|liver cancers|22926257
growth hormone-releasing hormone|disrupts|prostate cancer|22971474
luteinizing hormone-releasing hormone|disrupts|prostate cancer|22971474
somatostatin analogues|disrupts|prostate cancer|22971474
agonist|treats|prostate cancer|22971474
bombesin|inhibits|peptide|23451211
integrin alphavbeta3|part_of|tumor|23708872
Bombesin|interacts_with|Bombesin receptor|23863118
drug|disrupts|toxicity|23863118
PDC|isa|drug|23863118
PDC|disrupts|toxicity|23863118
polyglutamic acid|isa|polymers|23863118
solutions|causes|dysfunction|24247113
COX|interacts_with|S-nitrosothiol|24530741
bombesin|isa|neuropeptide|24530741
COX|part_of|brain|24530741
noradrenaline|interacts_with|COX|24530741
adrenaline|interacts_with|COX|24530741
COX-1|part_of|neurons|24530741
bombesin|stimulates|7-Nitroindazole|24530741
bombesin|treats|rat|24530741
nNOS|stimulates|COX-1|24530741
ancrod|treats|foot ischaemia|360366
Arvin|isa|ancrod|484913
ancrod|associated_with|rest pain|484913
Ancrod|affects|defibrination|492058
Ancrod|treats|patients|492058
Ancrod|treats|pain|492058
Kabikinase|isa|streptokinase|577626
Arvin|part_of|patients|577626
Arvin|isa|ancrod|577626
ancrod|part_of|patients|577626
streptokinase|treats|deep vein thrombosis|577626
ancrod|treats|deep vein thrombosis|577626
Arwin|isa|ancrod|651769
ancrod|treats|patients|651769
Arwin|treats|patients|651769
Arvin|isa|ancrod|725844
ancrod|treats|patients|725844
Arvin|treats|patients|725844
fibrinogen/fibrin degradation products|coexists_with|plasminogen|725844
ancrod|prevents|thromboembolism|725844
dextran|isa|glucose polymer|786606
dextran|isa|drug|786606
dextran|prevents|thromboembolism|786606
drugs|treats|thromboembolic disorders|786606
plasmin|isa|proteolytic enzymes|786606
streptokinase|isa|plasminogen activators|786606
plasmin|stimulates|plasminogen activator|786606
plasminogen activators|augments|lysis|786606
ancrod|associated_with|nephritis|794557
fibrin|associated_with|nephritis|794557
thrombin|interacts_with|fibrinogen|920833
ancrod|neg_interacts_with|fibrinogen|920833
bovine thrombin|administered_to|rabbits|920833
thrombin|coexists_with|fibrinogen|920833
ancrod|neg_interacts_with|thrombin|920833
thrombin|treats|rabbits|920833
thrombin|stimulates|fibrinogen|920833
thrombin|treats|afibrinogenemia|920833
heparin|administered_to|dogs|952568
Ancrod|treats|dogs|952568
ancrod|treats|arterial thrombosis|952568
ancrod|compared_with|heparin|952568
Ancrod|neg_affects|sensitivity|953985
streptokinase|coexists_with|fibrinogen|1017726
ancrod|treats|thrombosis|1017726
fibrinogen|affects|blood|1069443
snake venom|inhibits|fibrinogen|1069443
fibrinogen|part_of|blood|1078314
Ancrod|affects|blood|1078314
heparin|administered_to|rabbits|1212801
anticoagulants|affects|nephritis|1212801
heparin|disrupts|fibrin deposition|1212801
ancrod|administered_to|animals|1212801
anticoagulants|treats|nephritis|1212801
ancrod|affects|defibrination|1212811
urea|part_of|blood|1212811
ancrod|associated_with|defibrination|1212811
ancrod|affects|injury|1212811
Ancrod|treats|Dogs|1704437
Ancrod|isa|venom|1704437
ancrod|compared_with|recombinant tissue plasminogen activator|1768613
globulin|part_of|rabbits|1768613
globulin|part_of|sheep|1768613
rtPA|compared_with|ancrod|1768613
rtPA|same_as|ancrod|1768613
Ancrod|treats|humans|1839548
ancrod|treats|patients|1839548
Arvin|isa|ancrod|1839548
ancrod|treats|ischemic stroke|1839548
Arvin|treats|ischemic stroke|1839548
drug|treats|patients|1932741
ancrod|isa|drug|1932741
drug|treats|heparin-induced thrombocytopenia|1932741
ancrod|treats|heparin-induced thrombocytopenia|1932741
ancrod|treats|patients|1932741
heparin|administered_to|patients|1932741
Ancrod|isa|venom|2133215
ancrod|part_of|patients|2133215
ancrod|associated_with|intermittent claudication|2133215
ancrod|neg_treats|peripheral blood flow|2133215
fibrin|augments|fibrinolysis|2186630
fibrin|inhibits|plasminogen activator inhibitor|2186630
Ancrod|treats|patients|2186630
Ancrod|treats|acute stroke|2186630
heparin|treats|patients|2190683
heparin|treats|critically ill|2190683
mechlorethamine hydrochloride|isa|nitrogen mustard|2225555
ancrod|treats|patients|2225555
ancrod|treats|lupus nephritis|2225555
Ancrod|associated_with|systemic lupus erythematosus|2299806
PIF|stimulates|PCA|2299806
ancrod|affects|fibrin deposition|2299806
ancrod|affects|glomerulonephritis|2299806
PCA|predisposes|injury|2299806
fibrinolytic agent|treats|ischemic stroke|2643955
ancrod|isa|fibrinolytic agent|2643955
ancrod|treats|ischemic stroke|2643955
drug|treats|patients|2790577
Arvin|isa|ancrod|2818066
Ancrod|treats|peripheral vascular disease|3056131
d-dimers|inhibits|fibrinogen|3056131
Ancrod|administered_to|patients|3063776
ancrod|affects|fibrinolysis|3078212
ancrod|affects|immunologic findings|3078212
ancrod|affects|renal function|3078212
ancrod|converts_to|fibrin degradation products|3078212
alpha 2-antiplasmin|isa|treatment|3078212
ancrod|inhibits|Igs|3078212
ancrod|inhibits|gamma globulin|3078212
ancrod|inhibits|dsDNA antibody|3078212
ancrod|interacts_with|favorable|3078212
ancrod|treats|glomerulonephritis|3078212
ancrod|part_of|patients|3385879
ancrod|administered_to|dogs|3565240
plasminogen activator|inhibits|fibrinogen|3565240
Ancrod|isa|proteinase|3573090
Ancrod|prevents|vascular occlusion|3573090
Streptokinase|affects|fibrinolysis|3741774
Ancrod|treats|glomerulonephritis|3741774
Ancrod|treats|rabbits|3741774
Streptokinase|treats|injury|3741774
Ancrod|treats|fibrin deposition|3741774
Streptokinase|treats|fibrin deposition|3741774
Ancrod|treats|injury|3741774
Streptokinase|inhibits|fibrin|3741774
fibrinogen|neg_stimulates|factor XIII|3871465
Ancrod|administered_to|patients|3871465
plasminogen activator|part_of|vascular|3871465
plasminogen activator|stimulates|plasminogen|3871465
ancrod|part_of|patients|3871465
PI|coexists_with|serine protease inhibitors|3871465
drug|affects|glomerulonephritis|3968467
ancrod|part_of|patients|3968467
ancrod|associated_with|systemic lupus erythematosus|3968467
plasminogen activator|part_of|vascular|3968467
plasminogen activator|stimulates|plasminogen|3968467
ancrod|treats|thrombosis|3968467
alpha 2-antiplasmin|isa|plasmin inhibitor|3968467
Arvin|isa|ancrod|5485178
ancrod|compared_with|heparin|5485178
ancrod|lower_than|heparin|5485178
mannitol|treats|patients|6196006
low-molecular weight dextran|treats|patients|6196006
low-molecular weight dextran|treats|ischemic stroke|6196006
mannitol|treats|ischemic stroke|6196006
ancrod|associated_with|ischemic stroke|6196006
plasminogen activator|part_of|vascular|6229228
VPA|part_of|VPA|6229228
Ancrod|associated_with|systemic lupus erythematosus|6229228
plasmin|isa|proteolytic enzyme|6672998
batroxobin|isa|enzymes|6672998
ancrod|isa|enzymes|6672998
ancrod|treats|patient|6754189
ancrod|treats|renal allograft failure|6754189
ancrod|treats|necrosis|6754189
ancrod|treats|fibrin deposition|6754189
ancrod|treats|defibrination|6758185
prostacyclin|part_of|vascular|6758185
prostacyclin|treats|thrombi|6758185
prostacyclin|treats|patients|6758185
prostacyclin|treats|lupus nephritis|6758185
ancrod|administered_to|animals|6760667
Ancrod|affects|renal function|6816068
Ancrod|affects|fibrin deposition|6816068
Ancrod|causes|defibrination|6816068
ancrod|associated_with|glomerulonephritis|6816068
fibrinogen|coexists_with|fibrinogen degradation products|6948396
Arvin|isa|treatment|6948396
Arvin|uses|Arvin|6948396
Arvin|affects|red cells|6948396
Arvin|isa|ancrod|7038977
saline|isa|injections|7038977
saline|uses|saline|7038977
saline|administered_to|patients|7038977
ancrod|administered_to|patients|7038977
ancrod|isa|injections|7038977
ancrod|uses|ancrod|7038977
ancrod|prevents|deep vein thrombosis|7038977
venom|interacts_with|coagulant|7725330
venom|neg_affects|platelet function|7725330
Ancrod|treats|DVT/PE|7788603
ancrod|treats|patients|7788603
ancrod|neg_treats|patient|7788603
ancrod|treats|Patients|7788603
ancrod|treats|complications|7788603
ancrod|prevents|DVT/PE|7788603
venom|converts_to|Ancrod|7954782
Arvin|isa|ancrod|7979757
ancrod|treats|patient|7979757
Arvin|treats|patient|7979757
heparin|treats|patients|7979757
heparin|treats|syndrome|7979757
heparin|treats|heparin-induced thrombocytopenia|7979757
ancrod|treats|patients|8073455
ancrod|treats|ischemic stroke|8073455
ancrod|administered_to|patients|8073455
ancrod|part_of|patients|8073455
Ancrod|administered_to|patients|8073455
Ancrod|treats|brain infarction|8073455
Snake venoms|interacts_with|haemostatic|8075311
anticoagulants|stimulates|protein C|8075311
thrombin|isa|coagulants|8075311
thrombin|isa|anticoagulants|8075311
Defibrase|isa|enzymes|8075311
Ancrod|isa|enzymes|8075311
protein C|isa|haemostatic|8075311
venom|isa|toxins|8075311
Heparin|treats|thromboembolic disease|8156472
ancrod|isa|fibrinolytic agent|8156472
ancrod|treats|thrombosis|8156472
ancrod|causes|defibrination|8222694
snake toxin|causes|defibrination|8222694
heparin|administered_to|patients|8433424
Ancrod|compared_with|heparin|8433424
fibrinogen|interacts_with|fibrin|8457476
Ancrod|isa|venom|8457476
ancrod|part_of|patients|8457476
ancrod|associated_with|claudication|8457476
PAI-1|affects|defibrination|8457476
plasminogen activators|stimulates|plasminogen|8457476
tPA|stimulates|plasminogen|8457476
